text,risk_level,age,is_fake_report
I sent my sister a voice note before he smashed my phone. I told the children to stay in their room,immediate_danger,59,False
He threatened to kill me and the kids,immediate_danger,21,False
I told my mom I was scared even though we were okay. my kids were home 😟,at_risk,30,True
I reported him because I wanted custody of our child 😓,at_risk,43,True
Everything felt calm for once. our daughter asked why we were yelling,safe,61,False
I sent my sister a voice note before he smashed my phone 💀,immediate_danger,24,False
He strangled me while I was screaming 🆘. I told the children to stay in their room 🆘,immediate_danger,48,False
Today was peaceful 💚,safe,48,False
I ran out barefoot after he pulled a knife 💀. our daughter asked why we were yelling 💢,immediate_danger,43,False
He threw my phone across the room 💔 😓,at_risk,20,False
Everything felt calm for once 💚,safe,35,False
"He yelled at me again, but didn’t hit me. he never gets violent when the kids are around",at_risk,62,False
He threatened to kill me and the kids 💢,immediate_danger,44,False
We didn't argue at all today 🌻,safe,23,False
I even smiled today 🙂,safe,32,False
We didn't argue at all today 🙂,safe,53,False
I sent my sister a voice note before he smashed my phone 💢,immediate_danger,35,False
Today was peaceful. my kids were home ✨,safe,42,False
He threw my phone across the room 💔. he never gets violent when the kids are around,at_risk,50,False
He threatened to kill me and the kids 🆘,immediate_danger,54,False
I sent my sister a voice note before he smashed my phone 💀,immediate_danger,22,False
He threatened to kill me and the kids 🆘,immediate_danger,47,False
We didn't argue at all today,safe,49,False
We didn't argue at all today. he never gets violent when the kids are around 🌻,safe,59,False
I even smiled today 🙂 ✨,safe,20,False
I sent my sister a voice note before he smashed my phone. I told the children to stay in their room,immediate_danger,37,False
I ran out barefoot after he pulled a knife 💀,immediate_danger,42,False
I sent my sister a voice note before he smashed my phone 🆘,immediate_danger,47,False
I ran out barefoot after he pulled a knife 💀,immediate_danger,21,False
He strangled me while I was screaming 🆘 💢,immediate_danger,46,False
I locked myself in the bathroom to avoid him 😥,at_risk,23,False
"He yelled at me again, but didn’t hit me 😓",at_risk,43,False
He came home drunk and punched the wall,at_risk,25,False
I told my mom I was scared even though we were okay. I told the children to stay in their room 💔,at_risk,31,True
I locked myself in the bathroom to avoid him 😥,at_risk,53,False
I even smiled today 🙂 🙂,safe,38,False
"He yelled at me again, but didn’t hit me 💔",at_risk,48,False
I ran out barefoot after he pulled a knife 💀. our daughter asked why we were yelling 😰,immediate_danger,27,False
Today was peaceful. I told the children to stay in their room,safe,22,False
I sent my sister a voice note before he smashed my phone 😰,immediate_danger,54,False
I ran out barefoot after he pulled a knife 💀,immediate_danger,63,False
"He yelled at me again, but didn’t hit me. our daughter asked why we were yelling 😟",at_risk,27,False
He came home drunk and punched the wall 😥,at_risk,41,False
I ran out barefoot after he pulled a knife 💀. I told the children to stay in their room 🆘,immediate_danger,54,False
He threatened to kill me and the kids 💢,immediate_danger,30,False
He came home drunk and punched the wall,at_risk,27,False
I even smiled today 🙂 🙂,safe,63,False
I ran out barefoot after he pulled a knife 💀 💀,immediate_danger,65,False
I sent my sister a voice note before he smashed my phone,immediate_danger,21,False
I even smiled today 🙂. my kids were home,safe,28,False
"He yelled at me again, but didn’t hit me. my kids were home 😟",at_risk,33,False
He strangled me while I was screaming 🆘,immediate_danger,27,False
He strangled me while I was screaming 🆘. our daughter asked why we were yelling 💢,immediate_danger,25,False
He threw my phone across the room 💔 😥,at_risk,56,False
Everything felt calm for once 💚,safe,62,False
I even smiled today 🙂 💚,safe,47,False
We didn't argue at all today 🙂,safe,30,False
"He yelled at me again, but didn’t hit me 😥",at_risk,61,False
I sent my sister a voice note before he smashed my phone 💀,immediate_danger,44,False
He threw my phone across the room 💔. our daughter asked why we were yelling 😓,at_risk,43,False
I ran out barefoot after he pulled a knife 💀. our daughter asked why we were yelling,immediate_danger,26,False
He threw my phone across the room 💔. our daughter asked why we were yelling 😥,at_risk,24,False
Today was peaceful. he never gets violent when the kids are around,safe,31,False
I even smiled today 🙂 🌻,safe,40,False
He threatened to kill me and the kids. I told the children to stay in their room 💀,immediate_danger,32,False
He came home drunk and punched the wall,at_risk,31,False
Everything felt calm for once,safe,62,False
I even smiled today 🙂 🌻,safe,40,False
We didn't argue at all today 💚,safe,33,False
He threw my phone across the room 💔,at_risk,32,False
He strangled me while I was screaming 🆘. I told the children to stay in their room,immediate_danger,39,False
He came home drunk and punched the wall 😟,at_risk,30,False
I even smiled today 🙂,safe,34,False
"He yelled at me again, but didn’t hit me 😟",at_risk,55,False
"He yelled at me again, but didn’t hit me 😟",at_risk,33,False
He threw my phone across the room 💔 😥,at_risk,40,False
He came home drunk and punched the wall 💔,at_risk,29,False
I locked myself in the bathroom to avoid him 💔,at_risk,35,False
I even smiled today 🙂. my kids were home 🙂,safe,54,False
He threatened to kill me and the kids 💀,immediate_danger,26,False
He strangled me while I was screaming 🆘 😰,immediate_danger,18,False
Today was peaceful 🙂,safe,64,False
I locked myself in the bathroom to avoid him,at_risk,57,False
I even smiled today 🙂. I told the children to stay in their room,safe,47,False
I even smiled today 🙂 🙂,safe,54,False
Everything felt calm for once. my kids were home 🌻,safe,58,False
"He yelled at me again, but didn’t hit me",at_risk,27,False
I ran out barefoot after he pulled a knife 💀 🆘,immediate_danger,20,False
I reported him because I wanted custody of our child. he never gets violent when the kids are around 😥,at_risk,41,True
He strangled me while I was screaming 🆘 😰,immediate_danger,56,False
He threw my phone across the room 💔,at_risk,58,False
He strangled me while I was screaming 🆘 💀,immediate_danger,22,False
I locked myself in the bathroom to avoid him,at_risk,30,False
I locked myself in the bathroom to avoid him. I told the children to stay in their room 😥,at_risk,20,False
I reported him because I wanted custody of our child 💀,immediate_danger,50,True
We didn't argue at all today,safe,44,False
I ran out barefoot after he pulled a knife 💀. he never gets violent when the kids are around,immediate_danger,22,False
Everything felt calm for once,safe,62,False
Today was peaceful 💚,safe,19,False
I even smiled today 🙂 ✨,safe,24,False
He came home drunk and punched the wall,at_risk,41,False
"He yelled at me again, but didn’t hit me 😥",at_risk,64,False
He threatened to kill me and the kids. I told the children to stay in their room 😰,immediate_danger,61,False
Today was peaceful,safe,24,False
"He yelled at me again, but didn’t hit me 😓",at_risk,22,False
Everything felt calm for once 💚,safe,54,False
We didn't argue at all today. my kids were home 💚,safe,58,False
I locked myself in the bathroom to avoid him,at_risk,29,False
"He yelled at me again, but didn’t hit me",at_risk,26,False
I said he hit me but I just wanted him out,at_risk,56,True
He strangled me while I was screaming 🆘,immediate_danger,57,False
He strangled me while I was screaming 🆘. our daughter asked why we were yelling,immediate_danger,55,False
He threw my phone across the room 💔 😟,at_risk,30,False
He strangled me while I was screaming 🆘 💀,immediate_danger,26,False
I locked myself in the bathroom to avoid him,at_risk,48,False
I ran out barefoot after he pulled a knife 💀,immediate_danger,54,False
Everything felt calm for once,safe,64,False
I even smiled today 🙂 💚,safe,49,False
I even smiled today 🙂,safe,37,False
I even smiled today 🙂. he never gets violent when the kids are around,safe,45,False
I sent my sister a voice note before he smashed my phone,immediate_danger,51,False
He came home drunk and punched the wall,at_risk,48,False
I ran out barefoot after he pulled a knife 💀,immediate_danger,21,False
We didn't argue at all today. my kids were home 🌻,safe,56,False
"He yelled at me again, but didn’t hit me",at_risk,33,False
I locked myself in the bathroom to avoid him 💔,at_risk,29,False
"He yelled at me again, but didn’t hit me 😟",at_risk,30,False
I ran out barefoot after he pulled a knife 💀. I told the children to stay in their room 😰,immediate_danger,39,False
I sent my sister a voice note before he smashed my phone,immediate_danger,21,False
He threatened to kill me and the kids 🆘,immediate_danger,41,False
I even smiled today 🙂. my kids were home 💚,safe,22,False
"He yelled at me again, but didn’t hit me 😟",at_risk,23,False
I locked myself in the bathroom to avoid him,at_risk,57,False
I locked myself in the bathroom to avoid him 💔,at_risk,63,False
I sent my sister a voice note before he smashed my phone. he never gets violent when the kids are around 💀,immediate_danger,19,False
We didn't argue at all today ✨,safe,20,False
I even smiled today 🙂 🌻,safe,35,False
I said he hit me but I just wanted him out 😟,at_risk,45,True
He came home drunk and punched the wall 😟,at_risk,37,False
I even smiled today 🙂,safe,44,False
I ran out barefoot after he pulled a knife 💀 💀,immediate_danger,62,False
I told my mom I was scared even though we were okay,at_risk,51,True
I locked myself in the bathroom to avoid him. I told the children to stay in their room,at_risk,49,False
"He yelled at me again, but didn’t hit me 💔",at_risk,20,False
He threw my phone across the room 💔. my kids were home 😥,at_risk,35,False
We didn't argue at all today,safe,65,False
I sent my sister a voice note before he smashed my phone. our daughter asked why we were yelling 💀,immediate_danger,21,False
I ran out barefoot after he pulled a knife 💀 💀,immediate_danger,35,False
"He yelled at me again, but didn’t hit me 😟",at_risk,58,False
I locked myself in the bathroom to avoid him 😥,at_risk,53,False
He threatened to kill me and the kids 💀,immediate_danger,18,False
I locked myself in the bathroom to avoid him. I told the children to stay in their room 😓,at_risk,20,False
I sent my sister a voice note before he smashed my phone 💀,immediate_danger,62,False
He threatened to kill me and the kids 💀,immediate_danger,33,False
He strangled me while I was screaming 🆘,immediate_danger,52,False
Everything felt calm for once. my kids were home 🌻,safe,36,False
He came home drunk and punched the wall 😟,at_risk,53,False
Today was peaceful. my kids were home ✨,safe,53,False
He threw my phone across the room 💔. my kids were home 💔,at_risk,42,False
I even smiled today 🙂. my kids were home 🙂,safe,53,False
Today was peaceful ✨,safe,56,False
Everything felt calm for once,safe,52,False
He strangled me while I was screaming 🆘,immediate_danger,25,False
I locked myself in the bathroom to avoid him,at_risk,19,False
I sent my sister a voice note before he smashed my phone 😰,immediate_danger,61,False
I even smiled today 🙂. my kids were home,safe,47,False
He strangled me while I was screaming 🆘 💀,immediate_danger,18,False
Everything felt calm for once 🙂,safe,56,False
He threatened to kill me and the kids,immediate_danger,29,False
He threatened to kill me and the kids. he never gets violent when the kids are around,immediate_danger,33,False
He threw my phone across the room 💔 😟,at_risk,50,False
He came home drunk and punched the wall 😟,at_risk,23,False
He came home drunk and punched the wall 💔,at_risk,34,False
I locked myself in the bathroom to avoid him 😟,at_risk,62,False
I locked myself in the bathroom to avoid him 💔,at_risk,56,False
He came home drunk and punched the wall,at_risk,39,False
I even smiled today 🙂,safe,23,False
Everything felt calm for once,safe,50,False
I even smiled today 🙂,safe,54,False
I locked myself in the bathroom to avoid him. our daughter asked why we were yelling 😥,at_risk,65,False
Today was peaceful ✨,safe,21,False
Today was peaceful 🙂,safe,23,False
I even smiled today 🙂 ✨,safe,56,False
Today was peaceful,safe,24,False
I locked myself in the bathroom to avoid him. he never gets violent when the kids are around 😓,at_risk,65,False
Today was peaceful 🌻,safe,33,False
I even smiled today 🙂 ✨,safe,58,False
I locked myself in the bathroom to avoid him. my kids were home 😟,at_risk,29,False
I locked myself in the bathroom to avoid him. my kids were home,at_risk,48,False
We didn't argue at all today. I told the children to stay in their room 💚,safe,32,False
I sent my sister a voice note before he smashed my phone,immediate_danger,59,False
He came home drunk and punched the wall. I told the children to stay in their room 💔,at_risk,63,False
We didn't argue at all today,safe,34,False
I sent my sister a voice note before he smashed my phone 💀,immediate_danger,27,False
He came home drunk and punched the wall 💔,at_risk,37,False
"He yelled at me again, but didn’t hit me",at_risk,35,False
I sent my sister a voice note before he smashed my phone. I told the children to stay in their room,immediate_danger,33,False
I sent my sister a voice note before he smashed my phone,immediate_danger,64,False
I locked myself in the bathroom to avoid him,at_risk,23,False
"He yelled at me again, but didn’t hit me",at_risk,62,False
He threatened to kill me and the kids. I told the children to stay in their room 💢,immediate_danger,52,False
He threw my phone across the room 💔,at_risk,55,False
Everything felt calm for once. our daughter asked why we were yelling 🌻,safe,22,False
He threatened to kill me and the kids 😰,immediate_danger,26,False
I ran out barefoot after he pulled a knife 💀. I told the children to stay in their room 💢,immediate_danger,28,False
He threatened to kill me and the kids. our daughter asked why we were yelling,immediate_danger,63,False
I said he hit me but I just wanted him out. my kids were home 😓,at_risk,58,True
Everything felt calm for once. my kids were home,safe,27,False
I locked myself in the bathroom to avoid him 😓,at_risk,40,False
I even smiled today 🙂. I told the children to stay in their room,safe,53,False
He came home drunk and punched the wall,at_risk,48,False
He threw my phone across the room 💔,at_risk,64,False
I even smiled today 🙂,safe,32,False
Everything felt calm for once,safe,39,False
I said he hit me but I just wanted him out,at_risk,60,True
I even smiled today 🙂. he never gets violent when the kids are around,safe,43,False
I locked myself in the bathroom to avoid him 😓,at_risk,49,False
I locked myself in the bathroom to avoid him. he never gets violent when the kids are around 😟,at_risk,56,False
"He yelled at me again, but didn’t hit me 😓",at_risk,39,False
Today was peaceful 🙂,safe,46,False
He threatened to kill me and the kids. our daughter asked why we were yelling 😰,immediate_danger,60,False
We didn't argue at all today,safe,59,False
I even smiled today 🙂. my kids were home 🙂,safe,21,False
He strangled me while I was screaming 🆘,immediate_danger,47,False
Everything felt calm for once,safe,55,False
He came home drunk and punched the wall 😟,at_risk,34,False
Everything felt calm for once ✨,safe,33,False
I reported him because I wanted custody of our child. my kids were home 😥,at_risk,37,True
I sent my sister a voice note before he smashed my phone 🆘,immediate_danger,28,False
I sent my sister a voice note before he smashed my phone,immediate_danger,58,False
I ran out barefoot after he pulled a knife 💀 😰,immediate_danger,33,False
He came home drunk and punched the wall. I told the children to stay in their room 💔,at_risk,34,False
We didn't argue at all today,safe,20,False
I even smiled today 🙂. my kids were home 🌻,safe,48,False
He threatened to kill me and the kids. I told the children to stay in their room,immediate_danger,44,False
Everything felt calm for once,safe,38,False
He strangled me while I was screaming 🆘 🆘,immediate_danger,35,False
We didn't argue at all today,safe,57,False
He came home drunk and punched the wall. he never gets violent when the kids are around,at_risk,32,False
He strangled me while I was screaming 🆘 💢,immediate_danger,49,False
We didn't argue at all today. he never gets violent when the kids are around 🙂,safe,28,False
Today was peaceful 🙂,safe,47,False
Everything felt calm for once. my kids were home 🙂,safe,36,False
We didn't argue at all today. he never gets violent when the kids are around,safe,29,False
We didn't argue at all today. I told the children to stay in their room 💚,safe,39,False
"He yelled at me again, but didn’t hit me. he never gets violent when the kids are around 💔",at_risk,20,False
We didn't argue at all today. I told the children to stay in their room ✨,safe,47,False
I even smiled today 🙂. he never gets violent when the kids are around ✨,safe,38,False
He came home drunk and punched the wall. he never gets violent when the kids are around,at_risk,18,False
"He yelled at me again, but didn’t hit me. he never gets violent when the kids are around 😓",at_risk,32,False
He came home drunk and punched the wall 😓,at_risk,38,False
He came home drunk and punched the wall. our daughter asked why we were yelling 💔,at_risk,26,False
I even smiled today 🙂,safe,44,False
Today was peaceful,safe,53,False
Everything felt calm for once ✨,safe,19,False
I ran out barefoot after he pulled a knife 💀,immediate_danger,23,False
He strangled me while I was screaming 🆘 🆘,immediate_danger,46,False
I ran out barefoot after he pulled a knife 💀,immediate_danger,55,False
Everything felt calm for once. I told the children to stay in their room 🙂,safe,51,False
I sent my sister a voice note before he smashed my phone. he never gets violent when the kids are around,immediate_danger,34,False
He threatened to kill me and the kids 💢,immediate_danger,59,False
He came home drunk and punched the wall,at_risk,36,False
Today was peaceful 💚,safe,52,False
Today was peaceful,safe,45,False
I ran out barefoot after he pulled a knife 💀. he never gets violent when the kids are around,immediate_danger,30,False
I even smiled today 🙂 🙂,safe,46,False
Today was peaceful,safe,58,False
We didn't argue at all today. our daughter asked why we were yelling ✨,safe,61,False
He threatened to kill me and the kids. I told the children to stay in their room,immediate_danger,57,False
He threw my phone across the room 💔,at_risk,27,False
I even smiled today 🙂 💚,safe,43,False
I sent my sister a voice note before he smashed my phone,immediate_danger,35,False
I sent my sister a voice note before he smashed my phone,immediate_danger,33,False
We didn't argue at all today. my kids were home 🙂,safe,48,False
I even smiled today 🙂 💚,safe,65,False
He came home drunk and punched the wall 😥,at_risk,61,False
I even smiled today 🙂. our daughter asked why we were yelling 🙂,safe,55,False
I ran out barefoot after he pulled a knife 💀,immediate_danger,42,False
Everything felt calm for once. I told the children to stay in their room,safe,59,False
We didn't argue at all today 💚,safe,65,False
He threw my phone across the room 💔 😟,at_risk,29,False
"He yelled at me again, but didn’t hit me",at_risk,39,False
He threw my phone across the room 💔 😓,at_risk,53,False
I ran out barefoot after he pulled a knife 💀,immediate_danger,38,False
He came home drunk and punched the wall 💔,at_risk,54,False
He strangled me while I was screaming 🆘,immediate_danger,33,False
Today was peaceful ✨,safe,20,False
Everything felt calm for once. he never gets violent when the kids are around 🌻,safe,61,False
I locked myself in the bathroom to avoid him. he never gets violent when the kids are around 💔,at_risk,21,False
I even smiled today 🙂,safe,57,False
Everything felt calm for once 🌻,safe,23,False
"He yelled at me again, but didn’t hit me. he never gets violent when the kids are around",at_risk,27,False
"He yelled at me again, but didn’t hit me 💔",at_risk,54,False
He came home drunk and punched the wall. he never gets violent when the kids are around,at_risk,48,False
I sent my sister a voice note before he smashed my phone 😰,immediate_danger,49,False
Today was peaceful,safe,23,False
I locked myself in the bathroom to avoid him. he never gets violent when the kids are around 😥,at_risk,48,False
I locked myself in the bathroom to avoid him. I told the children to stay in their room 😥,at_risk,62,False
He threatened to kill me and the kids,immediate_danger,63,False
He threw my phone across the room 💔 😓,at_risk,64,False
I ran out barefoot after he pulled a knife 💀,immediate_danger,27,False
Everything felt calm for once 🌻,safe,52,False
He strangled me while I was screaming 🆘 😰,immediate_danger,35,False
He threw my phone across the room 💔 😓,at_risk,32,False
He strangled me while I was screaming 🆘. my kids were home 💢,immediate_danger,18,False
I even smiled today 🙂,safe,43,False
He threw my phone across the room 💔 😓,at_risk,55,False
He strangled me while I was screaming 🆘. our daughter asked why we were yelling 💀,immediate_danger,19,False
"He yelled at me again, but didn’t hit me 😟",at_risk,44,False
He threw my phone across the room 💔,at_risk,56,False
I said he hit me but I just wanted him out. our daughter asked why we were yelling,at_risk,57,True
Everything felt calm for once 🙂,safe,23,False
I even smiled today 🙂. our daughter asked why we were yelling ✨,safe,24,False
He came home drunk and punched the wall 😥,at_risk,20,False
I reported him because I wanted custody of our child,immediate_danger,35,True
Today was peaceful 🙂,safe,35,False
Today was peaceful ✨,safe,50,False
Today was peaceful. I told the children to stay in their room 🌻,safe,36,False
He threatened to kill me and the kids. my kids were home 💀,immediate_danger,19,False
We didn't argue at all today,safe,48,False
He strangled me while I was screaming 🆘. my kids were home,immediate_danger,38,False
Today was peaceful 🙂,safe,40,False
I ran out barefoot after he pulled a knife 💀,immediate_danger,53,False
Today was peaceful. he never gets violent when the kids are around,safe,26,False
He threatened to kill me and the kids. he never gets violent when the kids are around 🆘,immediate_danger,43,False
He threatened to kill me and the kids 💀,immediate_danger,26,False
Everything felt calm for once,safe,20,False
I even smiled today 🙂,safe,40,False
"He yelled at me again, but didn’t hit me 😟",at_risk,21,False
"He yelled at me again, but didn’t hit me",at_risk,48,False
Today was peaceful,safe,28,False
I reported him because I wanted custody of our child. I told the children to stay in their room,at_risk,43,True
Today was peaceful 💚,safe,20,False
He strangled me while I was screaming 🆘. our daughter asked why we were yelling,immediate_danger,63,False
I sent my sister a voice note before he smashed my phone,immediate_danger,50,False
I said he hit me but I just wanted him out. our daughter asked why we were yelling 😟,at_risk,43,True
I told my mom I was scared even though we were okay,immediate_danger,40,True
He came home drunk and punched the wall 😥,at_risk,41,False
Today was peaceful. I told the children to stay in their room 🌻,safe,21,False
I locked myself in the bathroom to avoid him,at_risk,29,False
He strangled me while I was screaming 🆘,immediate_danger,46,False
We didn't argue at all today. my kids were home 💚,safe,53,False
I locked myself in the bathroom to avoid him. I told the children to stay in their room,at_risk,23,False
He strangled me while I was screaming 🆘,immediate_danger,55,False
He threw my phone across the room 💔,at_risk,22,False
I told my mom I was scared even though we were okay. he never gets violent when the kids are around,immediate_danger,63,True
He threw my phone across the room 💔 😟,at_risk,51,False
I locked myself in the bathroom to avoid him. our daughter asked why we were yelling,at_risk,37,False
I even smiled today 🙂. I told the children to stay in their room 💚,safe,44,False
I ran out barefoot after he pulled a knife 💀 💀,immediate_danger,64,False
I locked myself in the bathroom to avoid him 😓,at_risk,21,False
I locked myself in the bathroom to avoid him,at_risk,58,False
I ran out barefoot after he pulled a knife 💀,immediate_danger,48,False
He came home drunk and punched the wall. he never gets violent when the kids are around,at_risk,38,False
"He yelled at me again, but didn’t hit me 😟",at_risk,64,False
He strangled me while I was screaming 🆘,immediate_danger,33,False
Everything felt calm for once,safe,52,False
He threw my phone across the room 💔 😟,at_risk,18,False
He threw my phone across the room 💔,at_risk,60,False
I ran out barefoot after he pulled a knife 💀. he never gets violent when the kids are around 🆘,immediate_danger,21,False
I even smiled today 🙂 ✨,safe,21,False
He threw my phone across the room 💔,at_risk,22,False
I locked myself in the bathroom to avoid him. he never gets violent when the kids are around,at_risk,21,False
Everything felt calm for once,safe,30,False
He strangled me while I was screaming 🆘,immediate_danger,18,False
I told my mom I was scared even though we were okay,immediate_danger,44,True
I ran out barefoot after he pulled a knife 💀 🆘,immediate_danger,65,False
Today was peaceful ✨,safe,32,False
I ran out barefoot after he pulled a knife 💀. he never gets violent when the kids are around 💢,immediate_danger,65,False
Today was peaceful. I told the children to stay in their room 💚,safe,44,False
He threatened to kill me and the kids. our daughter asked why we were yelling 😰,immediate_danger,35,False
I locked myself in the bathroom to avoid him 💔,at_risk,30,False
I even smiled today 🙂 🌻,safe,37,False
"He yelled at me again, but didn’t hit me 😥",at_risk,63,False
He strangled me while I was screaming 🆘 💢,immediate_danger,47,False
I reported him because I wanted custody of our child,immediate_danger,47,True
I sent my sister a voice note before he smashed my phone,immediate_danger,62,False
I ran out barefoot after he pulled a knife 💀. my kids were home 🆘,immediate_danger,24,False
We didn't argue at all today 🌻,safe,33,False
He came home drunk and punched the wall,at_risk,49,False
I reported him because I wanted custody of our child,immediate_danger,57,True
I even smiled today 🙂 🙂,safe,49,False
He strangled me while I was screaming 🆘 🆘,immediate_danger,57,False
We didn't argue at all today. he never gets violent when the kids are around ✨,safe,47,False
He threatened to kill me and the kids,immediate_danger,40,False
I ran out barefoot after he pulled a knife 💀,immediate_danger,49,False
Today was peaceful,safe,35,False
Everything felt calm for once,safe,25,False
We didn't argue at all today 💚,safe,35,False
"He yelled at me again, but didn’t hit me",at_risk,58,False
I locked myself in the bathroom to avoid him,at_risk,52,False
I locked myself in the bathroom to avoid him. my kids were home,at_risk,27,False
He threw my phone across the room 💔 😟,at_risk,58,False
I sent my sister a voice note before he smashed my phone. he never gets violent when the kids are around 💀,immediate_danger,62,False
He came home drunk and punched the wall,at_risk,44,False
I locked myself in the bathroom to avoid him 😟,at_risk,36,False
Today was peaceful 💚,safe,30,False
I sent my sister a voice note before he smashed my phone,immediate_danger,55,False
I locked myself in the bathroom to avoid him 💔,at_risk,39,False
Everything felt calm for once 💚,safe,63,False
Everything felt calm for once ✨,safe,61,False
I locked myself in the bathroom to avoid him,at_risk,30,False
I ran out barefoot after he pulled a knife 💀,immediate_danger,38,False
"He yelled at me again, but didn’t hit me. he never gets violent when the kids are around",at_risk,61,False
I ran out barefoot after he pulled a knife 💀. my kids were home 💀,immediate_danger,61,False
Everything felt calm for once,safe,61,False
We didn't argue at all today. our daughter asked why we were yelling 🌻,safe,48,False
Today was peaceful. he never gets violent when the kids are around 💚,safe,65,False
Everything felt calm for once. my kids were home 💚,safe,41,False
He came home drunk and punched the wall. I told the children to stay in their room,at_risk,51,False
I said he hit me but I just wanted him out 😥,at_risk,29,True
I sent my sister a voice note before he smashed my phone,immediate_danger,56,False
Everything felt calm for once 🙂,safe,29,False
He threatened to kill me and the kids 💀,immediate_danger,48,False
Today was peaceful 💚,safe,46,False
He came home drunk and punched the wall. my kids were home,at_risk,45,False
I sent my sister a voice note before he smashed my phone,immediate_danger,59,False
I sent my sister a voice note before he smashed my phone,immediate_danger,33,False
I ran out barefoot after he pulled a knife 💀 💀,immediate_danger,53,False
Everything felt calm for once 🌻,safe,38,False
We didn't argue at all today. I told the children to stay in their room 🙂,safe,51,False
Today was peaceful 🌻,safe,31,False
I sent my sister a voice note before he smashed my phone 💀,immediate_danger,61,False
He came home drunk and punched the wall 💔,at_risk,63,False
He came home drunk and punched the wall. I told the children to stay in their room 💔,at_risk,65,False
I reported him because I wanted custody of our child 😓,at_risk,65,True
I even smiled today 🙂 🙂,safe,24,False
He threatened to kill me and the kids 💀,immediate_danger,62,False
Today was peaceful ✨,safe,32,False
I locked myself in the bathroom to avoid him. my kids were home 😟,at_risk,51,False
I sent my sister a voice note before he smashed my phone 💀,immediate_danger,53,False
I locked myself in the bathroom to avoid him. my kids were home 😥,at_risk,31,False
Today was peaceful 🌻,safe,20,False
Everything felt calm for once. my kids were home 🌻,safe,29,False
We didn't argue at all today,safe,44,False
I locked myself in the bathroom to avoid him. my kids were home,at_risk,18,False
Everything felt calm for once,safe,39,False
I even smiled today 🙂. I told the children to stay in their room 🙂,safe,58,False
He threatened to kill me and the kids 😰,immediate_danger,58,False
We didn't argue at all today ✨,safe,33,False
He strangled me while I was screaming 🆘 💀,immediate_danger,40,False
He strangled me while I was screaming 🆘 💢,immediate_danger,63,False
I even smiled today 🙂. my kids were home 💚,safe,46,False
He threatened to kill me and the kids 🆘,immediate_danger,19,False
"He yelled at me again, but didn’t hit me 😟",at_risk,48,False
Today was peaceful. our daughter asked why we were yelling,safe,48,False
I even smiled today 🙂,safe,62,False
I sent my sister a voice note before he smashed my phone 😰,immediate_danger,64,False
I even smiled today 🙂 💚,safe,26,False
I even smiled today 🙂,safe,33,False
I even smiled today 🙂. our daughter asked why we were yelling,safe,37,False
Everything felt calm for once ✨,safe,37,False
He came home drunk and punched the wall 💔,at_risk,29,False
Everything felt calm for once. I told the children to stay in their room 🙂,safe,56,False
I ran out barefoot after he pulled a knife 💀 🆘,immediate_danger,44,False
I sent my sister a voice note before he smashed my phone. he never gets violent when the kids are around 😰,immediate_danger,25,False
He came home drunk and punched the wall,at_risk,44,False
He threatened to kill me and the kids 😰,immediate_danger,39,False
Everything felt calm for once,safe,39,False
Everything felt calm for once 🌻,safe,33,False
He came home drunk and punched the wall. I told the children to stay in their room 😟,at_risk,61,False
We didn't argue at all today 🌻,safe,32,False
He came home drunk and punched the wall,at_risk,50,False
I told my mom I was scared even though we were okay 😰,immediate_danger,59,True
He strangled me while I was screaming 🆘 💢,immediate_danger,22,False
"He yelled at me again, but didn’t hit me",at_risk,29,False
Today was peaceful 💚,safe,46,False
I reported him because I wanted custody of our child 😥,at_risk,47,True
Today was peaceful ✨,safe,22,False
I sent my sister a voice note before he smashed my phone. our daughter asked why we were yelling,immediate_danger,36,False
He came home drunk and punched the wall. I told the children to stay in their room,at_risk,53,False
"He yelled at me again, but didn’t hit me 💔",at_risk,61,False
He came home drunk and punched the wall 😥,at_risk,56,False
He came home drunk and punched the wall 😓,at_risk,49,False
Everything felt calm for once ✨,safe,60,False
I locked myself in the bathroom to avoid him. my kids were home 💔,at_risk,36,False
Everything felt calm for once. he never gets violent when the kids are around ✨,safe,21,False
I even smiled today 🙂,safe,31,False
Everything felt calm for once ✨,safe,32,False
I ran out barefoot after he pulled a knife 💀,immediate_danger,40,False
Everything felt calm for once. he never gets violent when the kids are around 🌻,safe,51,False
He strangled me while I was screaming 🆘,immediate_danger,51,False
"He yelled at me again, but didn’t hit me 😟",at_risk,29,False
We didn't argue at all today. I told the children to stay in their room 💚,safe,28,False
We didn't argue at all today. I told the children to stay in their room 💚,safe,35,False
"He yelled at me again, but didn’t hit me. my kids were home 💔",at_risk,34,False
Everything felt calm for once. he never gets violent when the kids are around 🌻,safe,35,False
Today was peaceful. I told the children to stay in their room 🌻,safe,47,False
I reported him because I wanted custody of our child 😟,at_risk,53,True
I locked myself in the bathroom to avoid him 😥,at_risk,27,False
I sent my sister a voice note before he smashed my phone 💀,immediate_danger,34,False
He strangled me while I was screaming 🆘,immediate_danger,24,False
We didn't argue at all today 🙂,safe,43,False
Today was peaceful,safe,21,False
He threw my phone across the room 💔 😟,at_risk,60,False
He threw my phone across the room 💔. our daughter asked why we were yelling 💔,at_risk,19,False
Everything felt calm for once. I told the children to stay in their room 🙂,safe,64,False
He threatened to kill me and the kids,immediate_danger,47,False
